,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
262,Karnataka,3,15,1,8,0.22571013867855072,0.24297575189246665,-0.38513087631303944
263,Karnataka,3,15,1,16,0.3710566461086273,0.407097409485568,-2.888317135734962
264,Karnataka,3,15,1,32,0.21805529296398163,0.23291513849523685,-0.2728008853073023
265,Karnataka,3,15,2,1,1.030895709991455,1.0513648925846912,-24.93414449048593
266,Karnataka,3,15,2,5,0.3678945004940033,0.4024662831205161,-2.800353475315593
267,Karnataka,3,15,2,8,0.3990420997142792,0.4373117961706146,-3.4869096602307543
268,Karnataka,3,15,2,16,0.3496078550815582,0.3851701381879873,-2.4807291868012924
269,Karnataka,3,15,2,32,0.304566890001297,0.32860575379681844,-1.533467551224073
270,Karnataka,4,5,1,1,0.6684587597846985,0.7095341508105032,-8.194871518233322
271,Karnataka,4,5,1,5,0.25563845038414,0.30178005790810764,-0.6633365006188987
272,Karnataka,4,5,1,8,0.3419504761695862,0.40016046747489775,-1.924606489877485
273,Karnataka,4,5,1,16,0.11274460703134537,0.13779039008784735,0.6532336721165288
274,Karnataka,4,5,1,32,0.15335191786289215,0.17941867373118012,0.41205818661024507
275,Karnataka,4,5,2,1,0.6403496265411377,0.6817622253908128,-7.489163560879817
276,Karnataka,4,5,2,5,0.5566243529319763,0.6035016746513564,-5.652057571225254
277,Karnataka,4,5,2,8,0.2861110270023346,0.3330752061233793,-1.0262063403683803
278,Karnataka,4,5,2,16,0.1278887689113617,0.1559306457404463,0.5559191902390073
279,Karnataka,4,5,2,32,0.2440899908542633,0.26899871185235386,-0.32159837572594707
280,Karnataka,4,7,1,1,0.6766723394393921,0.7160093466425719,-8.731605230033285
281,Karnataka,4,7,1,5,0.2722170054912567,0.3148270865259523,-0.8814439043603193
282,Karnataka,4,7,1,8,0.34896957874298096,0.4042848410174515,-2.102572562719131
283,Karnataka,4,7,1,16,0.1749543994665146,0.19880608284711265,0.24974919162191989
284,Karnataka,4,7,1,32,0.20640051364898682,0.2308148113556448,-0.011286876538083357
285,Karnataka,4,7,2,1,0.6468347311019897,0.6863497735540639,-7.942070039237059
286,Karnataka,4,7,2,5,0.5608662366867065,0.6056585691142008,-5.9631021786952685
287,Karnataka,4,7,2,8,0.3399304449558258,0.38413768203163506,-1.8010507606708894
288,Karnataka,4,7,2,16,0.19308066368103027,0.21149490142824928,0.15092341774145313
289,Karnataka,4,7,2,32,0.2248307168483734,0.2520008189873027,-0.20545487092039205
290,Karnataka,4,15,1,1,0.710228443145752,0.7410577708773314,-11.88454513326135
291,Karnataka,4,15,1,5,0.2963501811027527,0.32916745847695317,-1.5421357100210837
292,Karnataka,4,15,1,8,0.37747278809547424,0.41957603229785984,-3.1303449146783757
293,Karnataka,4,15,1,16,0.19098696112632751,0.20682052468426704,-0.0035804656408919833
294,Karnataka,4,15,1,32,0.22985781729221344,0.2441915230147475,-0.3990269341176522
295,Karnataka,4,15,2,1,0.6760425567626953,0.7068632147470172,-10.722919574756716
296,Karnataka,4,15,2,5,0.5863003730773926,0.6207282472379503,-8.039991200580234
297,Karnataka,4,15,2,8,0.39388561248779297,0.4266715759160068,-3.2712244518249483
298,Karnataka,4,15,2,16,0.19524145126342773,0.21324580425515255,-0.066905561719113
299,Karnataka,4,15,2,32,0.2743627429008484,0.2915433540681583,-0.9942116724719485
300,Karnataka,5,5,1,1,0.9580752849578857,1.0314315867219543,-18.430320739614928
301,Karnataka,5,5,1,5,0.2446596324443817,0.2857118315357153,-0.4909239430285006
302,Karnataka,5,5,1,8,0.35195979475975037,0.4016854910508711,-1.9469403008611716
303,Karnataka,5,5,1,16,0.208635151386261,0.23811321900228294,-0.03553811864178158
304,Karnataka,5,5,1,32,0.2806043028831482,0.32897584591120543,-0.9766379450448193
305,Karnataka,5,5,2,1,0.4347739517688751,0.48891279958042305,-3.365780231362004
306,Karnataka,5,5,2,5,0.35290053486824036,0.4063711352579641,-2.0160929167407997
307,Karnataka,5,5,2,8,0.38136720657348633,0.43782087888466764,-2.500998869141057
308,Karnataka,5,5,2,16,0.2120625078678131,0.2596437985984471,-0.23127483016614248
309,Karnataka,5,5,2,32,0.21986037492752075,0.2534304341978725,-0.17305020638340718
310,Karnataka,5,7,1,1,0.991824209690094,1.064650379067867,-20.515980972035653
311,Karnataka,5,7,1,5,0.24811801314353943,0.28677430355292405,-0.5610885966054615
