,State,Number_feature,Time_Step,number_layers,kernel_size,MAE,RMSE,R2_Score
103,Maharashtra,3,5,3,4,0.0680479034781456,0.0733219221341846,0.7669436224251199
104,Maharashtra,3,5,4,1,0.13831515610218048,0.14327006767508055,0.11017575213016773
105,Maharashtra,3,5,4,2,0.0684099942445755,0.07428491617001381,0.7607815839169948
106,Maharashtra,3,5,4,3,0.09737399220466614,0.10866916631179077,0.48807540752059375
107,Maharashtra,3,5,4,4,0.13285692036151886,0.14254297188906795,0.11918456878853145
108,Maharashtra,3,7,2,1,0.060238562524318695,0.06093163102876798,0.8233743665701572
109,Maharashtra,3,7,2,2,0.14438088238239288,0.14838813287072858,-0.047529995342647124
110,Maharashtra,3,7,2,3,0.06857515871524811,0.08310773109019373,0.6714125501297366
111,Maharashtra,3,7,2,4,0.03814314305782318,0.04644924016070929,0.8973579536314161
112,Maharashtra,3,7,3,1,0.05453068017959595,0.056182913130073765,0.8498322729374015
113,Maharashtra,3,7,3,2,0.06751881539821625,0.08218052315923999,0.6787035646339339
114,Maharashtra,3,7,3,3,0.09865544736385345,0.11041204094944126,0.4200361268209859
115,Maharashtra,3,7,3,4,0.0661429613828659,0.0723410354685831,0.75103542913034
