,State,Number_feature,Time_Step,number_layers,kernel_size,MAE,RMSE,R2_Score
116,Maharashtra,3,7,4,1,0.0544709712266922,0.056586229167298725,0.8476685257167196
117,Maharashtra,3,7,4,2,0.14388222992420197,0.1512443043684651,-0.08824371784022023
118,Maharashtra,3,7,4,3,0.11099134385585785,0.12699287965856376,0.23276778485449823
119,Maharashtra,3,7,4,4,0.12080440670251846,0.13479423910243193,0.13560803693778345
120,Maharashtra,3,15,2,1,0.02104974165558815,0.02443418746222337,0.9562613483333237
121,Maharashtra,3,15,2,2,0.027053875848650932,0.03109698908315032,0.9291554719520095
122,Maharashtra,3,15,2,3,0.022331789135932922,0.02541906684927918,0.9526642950732014
123,Maharashtra,3,15,2,4,0.12062061578035355,0.13304421603087643,-0.2967659859472547
124,Maharashtra,3,15,3,1,0.09299124032258987,0.09858566044690587,0.28797189161566195
125,Maharashtra,3,15,3,2,0.019225656986236572,0.027786098817055002,0.9434379963863173
126,Maharashtra,3,15,3,3,0.0815921276807785,0.09166779980266176,0.38439340555087287
127,Maharashtra,3,15,3,4,0.08927297592163086,0.10244185972158834,0.23118001889208595
128,Maharashtra,3,15,4,1,0.06889186799526215,0.07306210950603506,0.6089303950994507
129,Maharashtra,3,15,4,2,0.05714304372668266,0.07767417891674314,0.5579992633779676
130,Maharashtra,3,15,4,3,0.04530176892876625,0.05630324032938908,0.7677602858921105
131,Maharashtra,3,15,4,4,0.050829850137233734,0.06366900104051189,0.7030209955411868
132,Maharashtra,3,30,2,1,0.15475581586360931,0.15485710132674482,-4.338860657772207
133,Maharashtra,3,30,2,2,0.2164677381515503,0.23812493684722782,-11.623974521844506
134,Maharashtra,3,30,2,3,0.1047467291355133,0.12316123628262253,-2.3770262984867134
135,Maharashtra,3,30,2,4,0.10279073566198349,0.11580208575459261,-1.9855140131463527
136,Maharashtra,3,30,3,1,0.02795891836285591,0.029708804506187857,0.8035026490564718
137,Maharashtra,3,30,3,2,0.19458703696727753,0.22723770650706013,-10.496009960715748
138,Maharashtra,3,30,3,3,0.21948334574699402,0.23769407938102138,-11.578333165230472
139,Maharashtra,3,30,3,4,0.07767735421657562,0.09254963633655446,-0.906934661262838
140,Maharashtra,3,30,4,1,0.030085988342761993,0.0332534055210594,0.7538166890159647
141,Maharashtra,3,30,4,2,0.1530686318874359,0.1750079257481605,-5.818703206365546
142,Maharashtra,3,30,4,3,0.16723757982254028,0.18266520149479845,-6.428446016530269
143,Maharashtra,3,30,4,4,0.1263788640499115,0.14276181759495424,-3.5374357203461235
144,Maharashtra,4,5,2,1,0.0850687101483345,0.09431518124945894,0.6143826914231907
145,Maharashtra,4,5,2,2,0.05359753221273422,0.05614552041766021,0.8633456164559561
146,Maharashtra,4,5,2,3,0.12595339119434357,0.13736991445406327,0.1819561994272526
147,Maharashtra,4,5,2,4,0.0747038945555687,0.07756106871510804,0.739216042720303
148,Maharashtra,4,5,3,1,0.138515904545784,0.1449719167821081,0.08891047812916741
149,Maharashtra,4,5,3,2,0.12756967544555664,0.13244358886216426,0.23957709778525194
150,Maharashtra,4,5,3,3,0.15385077893733978,0.1604332621668198,-0.11578921136222187
151,Maharashtra,4,5,3,4,0.09870491921901703,0.10562837406982398,0.5163240732349017
152,Maharashtra,4,5,4,1,0.13678143918514252,0.15472825626061626,-0.03784522892376807
153,Maharashtra,4,5,4,2,0.10760919004678726,0.11471510935508528,0.42952763859766596
154,Maharashtra,4,5,4,3,0.06096096709370613,0.06980584643148505,0.7887596409064391
155,Maharashtra,4,5,4,4,0.15598438680171967,0.1668120689976092,-0.2062803465113494
156,Maharashtra,4,7,2,1,0.03731764480471611,0.04108266658995349,0.9197055758690313
157,Maharashtra,4,7,2,2,0.1930582970380783,0.20325703181235513,-0.9654378033996738
158,Maharashtra,4,7,2,3,0.06774599850177765,0.07650054120300094,0.7215821265962866
159,Maharashtra,4,7,2,4,0.04147770628333092,0.043514460217623514,0.9099185697488481
160,Maharashtra,4,7,3,1,0.0638311430811882,0.0737623751994488,0.7411561159119782
161,Maharashtra,4,7,3,2,0.06872589886188507,0.07756624982304872,0.713770946334189
162,Maharashtra,4,7,3,3,0.025867236778140068,0.02796514159839376,0.9627949289721509
163,Maharashtra,4,7,3,4,0.09585946053266525,0.10475257711921881,0.47796754891945237
164,Maharashtra,4,7,4,1,0.22096826136112213,0.23068778895512718,-1.5317295518238243
165,Maharashtra,4,7,4,2,0.10628355294466019,0.11987230491020098,0.31639415769033996
166,Maharashtra,4,7,4,3,0.13794974982738495,0.14886266277586854,-0.05424047637962892
167,Maharashtra,4,7,4,4,0.1279318928718567,0.1353222505611156,0.12882279319112533
168,Maharashtra,4,15,2,1,0.26651695370674133,0.27366639502307016,-4.486717944678454
169,Maharashtra,4,15,2,2,0.09496486186981201,0.11087039492853623,0.0994644582468448
170,Maharashtra,4,15,2,3,0.06264964491128922,0.06892501934945938,0.6519645225724218
171,Maharashtra,4,15,2,4,0.1252884566783905,0.13454446752040314,-0.32617645323002287
172,Maharashtra,4,15,3,1,0.31150633096694946,0.325673996813983,-6.770265668035039
173,Maharashtra,4,15,3,2,0.11703790724277496,0.12023117115692189,-0.059019064499083784
174,Maharashtra,4,15,3,3,0.16413822770118713,0.1832576678650708,-1.46033356976436
175,Maharashtra,4,15,3,4,0.08927098661661148,0.09773709765269853,0.30017642962899593
176,Maharashtra,4,15,4,1,0.17940661311149597,0.2040098431400369,-2.049101804315306
177,Maharashtra,4,15,4,2,0.07638643682003021,0.08740575879633729,0.4403072135432975
178,Maharashtra,4,15,4,3,0.11929477006196976,0.1369525341123465,-0.37407303206857145
179,Maharashtra,4,15,4,4,0.15765397250652313,0.1724989845843767,-1.1799309187564528
180,Maharashtra,4,30,2,1,0.24411383271217346,0.26913594544969727,-15.126115067958018
181,Maharashtra,4,30,2,2,0.17717276513576508,0.18264621361145042,-6.426901916372425
182,Maharashtra,4,30,2,3,0.09389014542102814,0.10967810814064975,-1.678096677553341
183,Maharashtra,4,30,2,4,0.09372928738594055,0.0943472188123611,-0.9817302832009691
184,Maharashtra,4,30,3,1,0.3147350549697876,0.32140235874414896,-21.99770365292676
185,Maharashtra,4,30,3,2,0.22586823999881744,0.2305430761196869,-10.832882055541281
186,Maharashtra,4,30,3,3,0.17628838121891022,0.19145139823476706,-7.1602495514740045
187,Maharashtra,4,30,3,4,0.14602209627628326,0.15658969907482492,-4.45899537944786
188,Maharashtra,4,30,4,1,0.3353736400604248,0.35772131795020606,-27.4889195094998
189,Maharashtra,4,30,4,2,0.2081725150346756,0.21035421045703426,-8.851191739056935
190,Maharashtra,4,30,4,3,0.15867623686790466,0.17443243273868805,-5.7739321269749455
191,Maharashtra,4,30,4,4,0.1655215322971344,0.1763625863574492,-5.924673082191727
192,Maharashtra,5,5,2,1,0.28525012731552124,0.31521754024890286,-3.3073884071348454
193,Maharashtra,5,5,2,2,0.2945738434791565,0.3217845447064494,-3.4887326156875513
194,Maharashtra,5,5,2,3,0.20656682550907135,0.24265205528283768,-1.552473353281027
195,Maharashtra,5,5,2,4,0.23635971546173096,0.2590334619921686,-1.908741069681958
196,Maharashtra,5,5,3,1,0.25813668966293335,0.28534218200262806,-2.5295984387270356
197,Maharashtra,5,5,3,2,0.2452869415283203,0.2694923262202498,-2.148372589661545
198,Maharashtra,5,5,3,3,0.27138960361480713,0.30433557433237785,-3.0151218316297275
199,Maharashtra,5,5,3,4,0.2214554101228714,0.25052440301066287,-1.7207801158664497
200,Maharashtra,5,5,4,1,0.35672077536582947,0.38911531541820404,-5.5637184072377766
201,Maharashtra,5,5,4,2,0.25315794348716736,0.29154809460312536,-2.6847984351204355
202,Maharashtra,5,5,4,3,0.2907635569572449,0.31629635821636015,-3.336923134694403
203,Maharashtra,5,5,4,4,0.23308861255645752,0.26618480596099375,-2.071565885591317
204,Maharashtra,5,7,2,1,0.2953515946865082,0.34142360468560684,-4.545684726402148
205,Maharashtra,5,7,2,2,0.23558717966079712,0.26051546447928337,-2.2287551524343723
206,Maharashtra,5,7,2,3,0.29915693402290344,0.3256848977218672,-4.046187281488182
207,Maharashtra,5,7,2,4,0.23981378972530365,0.2696393528744872,-2.458873448776939
208,Maharashtra,5,7,3,1,0.3357515335083008,0.379812984373968,-5.862901890412103
209,Maharashtra,5,7,3,2,0.2574630677700043,0.2990417963193949,-3.2543369507197406
210,Maharashtra,5,7,3,3,0.29523101449012756,0.3364150622782146,-4.384172294074009
211,Maharashtra,5,7,3,4,0.26493602991104126,0.30320345315618136,-3.3735733339891016
212,Maharashtra,5,7,4,1,0.3489375114440918,0.3907865381016509,-6.265195145003006
213,Maharashtra,5,7,4,2,0.25132429599761963,0.28369560829504137,-2.8288940112881384
214,Maharashtra,5,7,4,3,0.26235926151275635,0.2925466421222458,-3.071536986243694
215,Maharashtra,5,7,4,4,0.2108244150876999,0.23242270846177374,-1.569953406595666
216,Maharashtra,5,15,2,1,0.36913418769836426,0.4215412585857382,-12.018167135630568
217,Maharashtra,5,15,2,2,0.39170071482658386,0.44547175186628324,-13.538179564079579
218,Maharashtra,5,15,2,3,0.3608173131942749,0.4058335260231506,-11.066062859920404
219,Maharashtra,5,15,2,4,0.2988535761833191,0.33207180673074366,-7.078554336607166
220,Maharashtra,5,15,3,1,0.36821165680885315,0.4215059785724341,-12.015988162809538
221,Maharashtra,5,15,3,2,0.33782291412353516,0.37617021998024547,-9.3666511678662
222,Maharashtra,5,15,3,3,0.3420136272907257,0.3895077176412902,-10.114803332028297
223,Maharashtra,5,15,3,4,0.27059128880500793,0.2957048317823449,-5.4059936549550285
224,Maharashtra,5,15,4,1,0.4655505418777466,0.5137829968606229,-18.338782438534512
225,Maharashtra,5,15,4,2,0.4342966675758362,0.4762741686227787,-15.618190726967054
226,Maharashtra,5,15,4,3,0.35267120599746704,0.4017988236877194,-10.827338204424157
227,Maharashtra,5,15,4,4,0.3261798024177551,0.35963061820034864,-8.475083054538432
228,Maharashtra,5,30,2,1,0.35239094495773315,0.4075956798631495,-35.98669270829898
229,Maharashtra,5,30,2,2,0.4075300395488739,0.4585241079658811,-45.80698781251876
230,Maharashtra,5,30,2,3,0.372690349817276,0.4212893376815951,-38.51366362758631
231,Maharashtra,5,30,2,4,0.24045470356941223,0.27184245967153126,-15.452083862913764
232,Maharashtra,5,30,3,1,0.4693942666053772,0.5137342988002591,-57.75752423445456
233,Maharashtra,5,30,3,2,0.3864726424217224,0.4334125827648733,-40.82051729574254
234,Maharashtra,5,30,3,3,0.3191397190093994,0.36949653220452894,-29.39534463338245
235,Maharashtra,5,30,3,4,0.32591569423675537,0.3600419945197564,-27.859759730909683
236,Maharashtra,5,30,4,1,0.38490498065948486,0.42998357455907793,-40.161394847543775
237,Maharashtra,5,30,4,2,0.36595842242240906,0.41351024218424565,-37.06789537133406
238,Maharashtra,5,30,4,3,0.3516808748245239,0.38283710011439465,-31.62980028772339
239,Maharashtra,5,30,4,4,0.2597476840019226,0.2871785891398856,-17.36075176825935
240,Maharashtra,6,5,2,1,0.2777183949947357,0.3140160621168905,-3.2746153985330837
241,Maharashtra,6,5,2,2,0.23523564636707306,0.25786655032838807,-1.8825933446599818
242,Maharashtra,6,5,2,3,0.23043212294578552,0.2603107268695502,-1.937497395160631
243,Maharashtra,6,5,2,4,0.2225099802017212,0.2602344097685984,-1.9357747659899518
244,Maharashtra,6,5,3,1,0.32841628789901733,0.3624706659286936,-4.695594048929497
245,Maharashtra,6,5,3,2,0.27585795521736145,0.31985969637881245,-3.43519104688965
246,Maharashtra,6,5,3,3,0.19673578441143036,0.23681609163558354,-1.4311723944946664
247,Maharashtra,6,5,3,4,0.18671190738677979,0.21392378210664156,-0.9838619428984103
248,Maharashtra,6,5,4,1,0.3671896457672119,0.4124866584585443,-6.375868068083246
249,Maharashtra,6,5,4,2,0.21667920053005219,0.25742763634400806,-1.8727885947338012
